co_ppm,so2_ppm,temperature_c,humidity_pct,device_health,hour,near_school,near_clinic,risk_class
7.32,8.21,20.91,93.8,1,1,0,0,low
2.28,6.15,40.59,56.08,1,2,0,0,medium
17.27,12.02,34.82,87.21,1,5,1,0,high
20.17,7.61,24.47,93.68,1,5,0,0,medium
0.52,8.49,24.89,77.34,0,5,0,0,low
4.58,7.77,33.92,35.99,1,18,0,0,low
6.51,7.86,23.85,55.89,1,0,1,0,medium
30.5,1.95,27.29,28.8,1,17,0,1,medium
3.65,9.81,28.5,33.4,1,22,0,0,low
0.56,15.97,27.57,42.21,1,13,0,0,medium
3.51,2.49,36.5,58.82,1,5,0,0,low
23.68,5.66,28.46,34.75,1,9,1,1,high
30.37,21.86,42.25,61.46,1,9,0,0,high
18.51,4.45,43.55,71.09,1,4,0,1,medium
1.51,2.82,35.8,80.05,1,22,0,0,low
27.39,12.67,24.25,41.4,1,14,1,0,high
9.53,5.73,34.38,34.2,1,5,1,0,medium
6.77,5.22,20.09,22.07,1,17,0,0,medium
19.92,9.21,43.64,28.52,1,15,0,1,high
12.25,9.78,32.79,26.99,1,14,1,1,high
6.01,4.66,32.96,25.62,1,19,1,0,low
11.37,6.61,35.4,79.23,1,23,0,0,medium
14.4,8.12,38.49,33.58,1,13,1,0,high
3.49,6.99,43.83,70.65,1,21,0,0,medium
15.16,8.55,31.89,42.46,1,6,0,0,medium
6.29,14.0,36.03,91.52,1,4,1,0,medium
16.18,9.11,43.08,62.38,1,21,0,0,medium
5.09,12.23,24.86,93.05,1,17,1,0,medium
6.68,1.09,42.07,90.83,1,14,1,0,medium
12.13,6.47,32.1,72.64,1,13,0,1,medium
12.35,2.05,24.25,27.97,1,23,1,0,medium
8.38,5.92,40.61,77.47,1,9,1,0,medium
7.99,6.02,31.98,74.65,1,13,0,1,medium
8.56,4.97,33.8,27.87,0,17,1,0,low
12.81,4.94,20.68,39.74,1,3,1,0,medium
23.8,3.34,22.81,74.51,1,22,0,1,medium
2.78,4.08,22.55,55.27,1,5,1,0,low
1.87,13.81,27.97,23.85,1,1,0,0,medium
46.77,0.75,25.48,75.07,1,18,0,1,high
3.97,12.67,43.23,45.2,0,16,1,1,high
8.26,13.65,33.97,83.75,1,1,0,0,medium
23.84,0.98,32.52,37.38,1,21,1,0,medium
15.96,12.21,43.16,22.42,1,19,0,1,high
20.26,13.63,41.77,20.44,1,0,0,0,high
9.02,4.24,40.69,21.85,1,7,0,0,medium
30.19,3.61,20.25,45.38,1,4,0,0,medium
14.54,2.18,31.03,45.4,1,5,1,1,medium
3.42,4.96,26.21,71.36,1,9,1,1,medium
7.73,2.86,37.8,43.78,1,3,0,1,low
7.86,2.56,39.75,80.16,1,12,0,0,low
13.49,1.4,20.03,44.29,1,16,0,1,medium
18.87,1.03,42.06,37.6,1,3,0,1,medium
11.87,11.44,24.66,67.73,1,23,0,0,medium
33.87,4.62,36.84,89.58,1,9,0,0,medium
4.64,2.19,27.78,58.24,1,12,1,1,medium
4.44,3.27,40.25,93.81,1,12,0,0,low
12.3,0.14,41.7,68.32,0,19,0,0,medium
2.97,9.47,41.83,22.41,1,23,0,1,high
10.76,16.48,20.44,66.44,1,14,1,0,high
15.39,0.68,32.35,47.04,1,15,1,0,medium
5.93,16.49,43.45,74.3,1,16,0,0,medium
3.79,17.1,28.62,68.68,1,11,0,1,medium
26.39,10.12,21.79,74.47,1,4,1,0,high
16.79,12.36,28.66,78.08,1,9,0,1,high
13.4,14.41,30.89,48.36,1,5,0,0,medium
6.59,5.76,36.19,20.27,1,10,0,0,medium
28.11,15.88,34.53,59.74,1,1,0,0,high
6.33,3.35,20.67,26.9,1,5,0,0,low
3.88,2.89,26.99,38.08,1,8,1,0,low
13.5,20.5,43.19,27.08,1,2,0,0,high
8.04,7.15,28.32,64.45,1,18,0,0,low
19.88,2.53,44.16,93.04,0,15,0,0,medium
11.9,14.14,27.05,61.08,1,12,0,0,medium
13.35,5.23,26.57,23.35,1,15,0,1,high
23.22,11.79,41.48,27.62,1,16,1,0,high
35.77,19.57,29.92,63.81,1,20,0,0,high
29.1,5.48,41.26,30.89,0,18,0,0,high
2.62,5.72,36.8,31.53,1,1,1,1,medium
1.37,11.96,20.71,88.17,1,11,1,1,high
10.0,16.01,21.3,90.44,1,7,0,1,medium
1.07,9.7,26.17,43.19,1,23,1,0,medium
14.87,19.63,30.62,21.33,0,8,0,1,high
11.02,8.28,35.23,23.63,1,7,0,0,medium
15.39,15.47,38.8,53.73,1,4,0,0,high
27.03,0.37,28.88,45.32,1,16,0,0,medium
10.4,8.89,29.85,35.13,0,10,0,0,medium
12.36,7.17,26.36,25.42,1,20,0,0,medium
2.78,12.85,27.88,90.59,1,18,0,0,medium
5.95,1.5,32.16,84.73,1,16,1,0,low
6.34,7.9,25.66,29.69,1,4,1,0,medium
31.1,9.42,44.48,57.07,1,13,1,0,high
4.49,3.56,42.65,87.43,1,16,1,0,medium
7.59,9.67,27.95,91.74,1,13,0,0,low
9.61,2.58,39.63,61.21,1,6,0,0,low
5.47,10.92,26.22,37.59,1,17,0,1,medium
10.37,1.87,21.4,93.33,1,5,1,0,medium
18.61,0.42,26.01,39.74,1,7,0,0,low
4.9,3.03,22.12,75.62,1,9,1,1,medium
3.64,9.4,44.44,64.61,1,15,1,0,medium
8.89,8.15,27.29,29.24,1,2,0,0,low
8.02,12.06,24.57,91.31,1,3,0,1,medium
32.08,1.32,21.85,22.61,1,0,0,0,medium
6.18,21.54,38.86,36.58,0,11,0,0,high
9.49,2.24,31.41,59.84,1,6,1,0,low
35.22,1.51,27.07,58.21,1,18,0,0,medium
19.05,5.03,39.97,39.28,1,12,1,0,high
21.07,8.44,32.9,45.95,1,21,0,0,medium
42.85,7.16,23.69,54.21,0,19,0,0,high
7.72,11.81,37.41,64.76,1,17,0,0,medium
16.19,14.83,29.42,89.14,0,7,0,0,medium
3.34,8.7,33.12,76.88,1,20,1,0,medium
7.08,4.71,20.97,22.7,1,5,0,0,low
18.84,2.75,28.42,66.48,1,17,1,0,medium
10.38,9.37,20.57,91.92,1,19,1,1,high
8.0,7.9,28.77,40.5,1,7,0,0,low
18.63,2.24,20.67,87.43,1,3,1,0,medium
32.4,1.49,22.49,49.76,1,7,0,1,medium
6.82,4.98,34.83,34.2,1,2,0,1,low
11.21,8.06,39.76,88.72,1,12,0,1,high
6.51,5.64,26.64,35.66,1,6,1,0,medium
15.14,2.08,33.5,57.04,1,13,0,0,low
14.48,15.62,26.12,63.08,1,4,0,0,medium
8.95,3.82,28.45,25.84,1,22,0,0,low
13.52,10.02,20.51,62.16,1,16,0,1,high
1.4,6.04,42.41,42.49,1,22,1,0,medium
22.74,4.39,23.65,67.43,1,2,0,0,medium
4.48,2.71,38.24,38.77,1,12,0,0,low
15.29,6.08,44.22,72.1,1,11,1,1,high
16.67,1.13,23.91,45.79,1,22,0,0,low
3.63,2.13,27.06,44.26,1,10,1,0,low
15.7,17.37,36.84,74.69,1,16,0,0,medium
3.48,0.98,38.97,28.87,1,15,0,0,low
13.37,9.18,32.76,59.06,1,10,0,0,medium
33.98,12.43,24.24,76.75,1,18,1,0,high
14.96,13.65,37.07,87.31,1,0,0,1,high
26.27,15.09,36.82,81.23,1,14,0,0,high
6.71,8.23,31.45,76.43,1,23,1,0,medium
12.22,3.79,40.33,27.41,0,0,0,0,medium
10.61,4.35,44.44,37.77,1,17,0,1,medium
8.38,5.3,22.01,31.74,1,23,1,1,medium
22.64,31.15,32.94,20.66,0,5,0,0,high
44.29,2.49,34.57,31.19,1,21,0,1,high
3.28,5.61,22.44,23.02,1,6,0,0,medium
25.27,14.79,27.49,41.67,1,9,0,0,high
0.57,6.14,38.24,35.71,1,12,1,0,medium
27.6,2.14,24.82,35.29,1,10,1,0,medium
9.24,16.98,31.24,71.7,0,16,1,0,medium
23.54,2.32,25.63,60.02,1,17,1,0,medium
8.02,24.89,24.63,35.33,1,11,1,0,high
8.88,9.08,20.92,48.34,1,20,0,0,low
13.41,5.61,27.42,31.43,1,20,1,0,medium
22.33,10.01,20.94,56.92,1,15,0,0,high
18.09,5.47,29.1,29.68,1,21,0,0,medium
4.15,9.8,20.55,23.02,1,16,0,1,medium
2.49,8.18,44.05,78.47,1,10,1,0,medium
11.48,8.59,27.61,22.67,1,22,0,0,medium
14.83,11.14,27.2,75.17,1,19,1,0,high
13.22,9.7,39.33,23.9,0,0,1,0,high
6.6,3.25,21.97,71.0,1,11,0,0,low
6.58,6.23,40.69,67.4,1,13,0,0,medium
4.15,9.43,32.07,33.83,1,1,1,0,medium
28.29,3.05,28.51,44.19,1,9,0,0,medium
11.59,13.08,42.17,32.71,1,22,1,0,high
35.17,1.53,45.0,47.29,0,17,1,0,high
18.03,5.32,42.23,94.5,1,5,0,0,medium
9.61,2.52,29.49,23.62,1,4,0,0,low
8.03,9.75,38.66,36.43,0,8,0,0,medium
13.07,9.5,28.27,21.12,0,20,0,1,high
17.87,5.74,38.93,27.76,1,1,1,0,high
5.13,14.17,30.67,58.62,1,21,1,0,medium
4.2,5.75,35.95,64.1,1,4,0,1,medium
3.46,12.44,28.39,59.41,1,5,0,0,medium
2.22,23.56,30.04,54.38,1,14,0,0,medium
7.53,2.49,30.67,49.01,1,15,0,1,low
3.72,4.91,21.06,54.69,1,21,1,0,low
7.84,8.31,41.9,70.78,1,19,1,1,high
24.83,5.0,39.2,83.97,1,5,1,0,high
9.85,6.63,25.49,46.34,0,11,0,1,medium
9.44,20.1,31.09,44.41,0,8,0,0,medium
21.04,8.28,37.35,65.2,1,6,1,0,high
15.6,3.47,43.76,73.74,1,12,1,0,medium
3.0,0.57,31.89,82.71,1,19,0,0,low
19.38,6.28,24.26,35.2,1,18,0,0,medium
1.87,7.67,20.92,33.92,1,3,0,0,low
9.57,2.31,43.32,42.94,0,3,1,0,medium
24.63,9.74,24.82,42.69,1,6,0,1,high
7.53,21.55,28.81,70.14,1,19,0,0,medium
32.96,4.06,27.68,60.02,1,15,0,1,medium
10.61,7.94,29.3,65.73,1,19,0,0,medium
11.23,9.33,21.55,86.61,1,13,0,0,medium
39.86,6.13,43.01,87.65,1,7,0,0,high
13.39,4.86,23.52,82.02,1,4,0,0,low
19.53,6.41,28.83,54.4,1,12,0,0,medium
9.54,6.04,44.45,82.24,1,16,0,1,medium
18.14,1.62,38.5,60.36,1,4,0,0,medium
42.87,2.08,25.63,93.07,1,22,0,0,medium
8.49,8.62,20.95,66.37,1,21,1,0,medium
30.26,1.32,31.08,53.5,1,18,0,0,medium
11.74,9.73,25.29,56.17,1,21,0,1,medium
17.49,16.59,37.54,52.6,1,2,0,0,medium
12.45,2.07,39.95,79.0,1,4,0,0,medium
6.71,13.26,42.32,57.66,1,4,0,0,medium
24.01,10.17,37.26,74.9,0,17,1,0,high
2.14,6.79,22.86,86.28,1,19,0,0,low
8.28,1.17,21.84,90.61,1,6,0,1,low
24.02,5.06,39.77,25.66,0,9,0,0,high
39.71,3.76,24.75,68.88,0,1,0,0,medium
10.24,6.14,38.49,65.38,1,14,0,0,medium
10.05,23.86,34.41,24.93,1,3,0,1,high
12.67,5.74,32.56,62.1,1,12,0,1,medium
4.57,2.57,25.56,91.41,1,15,0,1,low
29.0,1.12,34.28,31.25,1,20,1,0,medium
1.06,10.04,33.41,50.14,1,7,0,0,medium
23.44,2.96,45.0,56.97,1,1,0,1,high
1.95,4.72,33.34,58.31,1,14,0,0,low
5.32,12.4,34.5,37.81,1,5,1,0,medium
15.9,4.6,41.56,34.85,1,10,1,0,medium
27.6,8.23,35.1,94.3,1,14,1,1,high
12.64,2.99,26.81,82.4,1,17,0,0,low
18.11,12.02,42.91,50.45,1,3,0,1,high
3.35,13.92,24.72,71.7,0,1,0,0,medium
4.28,8.56,42.26,55.38,1,10,0,1,medium
16.25,14.01,40.05,76.5,1,8,0,1,high
17.43,1.89,33.07,23.24,1,15,0,1,medium
24.03,7.8,25.29,61.6,1,2,0,0,medium
18.37,2.09,34.82,56.85,1,4,0,0,low
6.48,6.4,41.65,86.21,0,22,0,0,medium
20.15,12.02,25.42,82.04,1,9,0,0,high
8.83,2.16,28.85,36.75,1,9,0,1,low
5.56,2.89,37.77,93.62,1,15,0,1,low
5.14,8.6,43.86,35.82,1,14,0,0,medium
6.74,14.36,23.14,55.65,1,18,0,0,medium
5.32,3.22,37.86,44.51,1,14,0,0,low
24.19,7.62,25.26,26.58,1,17,0,0,medium
10.02,4.9,29.47,81.36,1,3,0,0,low
3.0,4.48,44.88,33.33,1,11,1,0,medium
34.99,4.32,43.47,94.45,1,23,1,0,high
2.85,6.82,33.13,61.51,1,7,0,0,low
9.11,1.39,44.85,60.77,1,14,1,0,medium
40.63,2.72,34.57,43.77,1,13,1,0,high
8.45,9.91,40.81,63.04,1,11,0,0,medium
25.56,4.78,43.86,88.75,1,23,0,0,medium
28.24,8.5,41.2,89.02,1,13,1,0,high
10.77,13.42,37.28,44.44,1,19,0,0,medium
7.96,6.6,29.55,69.04,0,15,1,1,medium
14.43,8.62,25.83,76.8,1,6,0,0,medium
8.88,6.86,26.92,45.18,1,20,0,0,low
8.57,5.56,37.65,49.52,1,9,1,1,medium
1.98,1.57,20.3,56.65,1,11,0,1,low
15.12,9.94,33.33,55.86,1,0,1,0,medium
3.59,6.1,24.67,66.83,1,14,1,0,medium
11.57,11.32,37.33,73.05,1,15,0,1,high
10.49,17.29,27.98,30.83,1,19,0,0,medium
3.08,22.77,23.82,83.36,1,22,0,0,medium
14.73,7.36,23.1,23.74,1,7,0,0,medium
3.38,2.73,39.78,66.98,1,6,1,0,medium
9.4,11.72,34.89,74.35,1,16,0,0,medium
2.7,6.31,34.51,72.01,1,8,0,1,medium
22.43,6.65,24.16,87.08,1,7,0,0,medium
13.8,9.01,27.35,82.11,1,22,0,0,medium
8.23,8.38,36.32,59.49,1,18,1,0,medium
29.56,8.97,35.35,74.2,1,9,0,0,medium
3.82,7.08,28.94,76.37,1,12,1,0,medium
20.81,6.94,43.47,69.71,1,17,0,0,high
12.85,16.19,37.27,59.6,1,14,0,0,medium
3.14,7.3,39.94,73.24,1,21,1,1,high
26.05,1.69,23.79,61.0,1,23,0,0,medium
9.86,11.83,26.09,21.68,1,5,0,0,medium
25.85,17.36,27.38,75.44,1,12,0,0,high
8.52,3.68,32.87,44.14,1,5,1,0,low
5.52,4.51,31.58,69.51,1,17,1,0,low
8.17,2.79,25.2,49.74,1,22,0,0,low
12.86,2.65,34.24,69.25,1,18,1,0,medium
9.91,3.21,37.15,71.07,1,20,1,0,low
6.53,0.51,30.71,59.85,1,9,1,0,low
38.55,13.17,42.09,28.14,1,21,1,0,emergency
2.36,6.97,40.86,76.44,1,15,0,0,medium
8.3,27.51,36.0,40.38,1,0,0,0,medium
26.67,2.95,44.58,38.36,1,12,0,0,medium
21.16,13.7,23.61,66.67,1,9,0,0,high
10.38,4.09,42.87,44.05,1,18,0,0,medium
22.34,27.71,27.23,66.1,1,16,0,0,high
5.46,7.6,37.69,66.64,1,18,0,0,low
1.72,5.11,21.11,64.18,1,4,0,0,low
3.01,8.75,36.33,32.87,1,10,0,0,low
52.85,6.51,29.83,36.29,1,1,0,0,high
6.71,16.53,38.77,91.19,1,13,1,1,high
39.33,17.92,21.52,27.17,0,15,1,0,high
10.33,2.14,20.4,28.03,1,23,0,0,low
21.35,23.24,31.35,26.26,1,0,1,1,emergency
6.68,5.55,43.57,58.42,1,1,0,0,medium
8.84,1.38,28.54,91.95,1,19,1,0,low
8.4,12.98,26.12,68.66,1,8,0,0,medium
14.58,4.73,35.21,73.65,1,21,1,0,medium
9.26,3.08,36.25,84.63,1,11,0,0,low
6.64,5.52,27.48,53.93,1,4,1,0,medium
10.5,19.31,25.43,54.69,1,22,0,0,medium
10.7,8.01,32.35,50.74,1,3,0,0,medium
1.85,5.89,39.93,27.02,1,11,1,1,high
18.38,1.99,36.29,60.12,1,7,0,0,low
3.98,12.2,29.54,41.6,1,13,0,0,medium
14.48,11.35,32.51,84.08,1,20,0,0,medium
11.85,2.39,25.53,34.69,1,16,0,0,low
6.21,6.42,28.5,63.84,1,5,0,0,low
17.81,8.55,25.95,51.79,0,4,0,1,medium
13.96,6.39,23.37,39.22,1,20,0,0,medium
1.66,1.22,23.55,39.45,1,17,0,1,low
7.9,4.69,43.65,26.31,1,3,0,0,low
6.38,8.65,36.69,47.11,1,1,0,0,low
29.16,22.15,31.68,82.62,1,16,0,1,high
12.68,8.87,44.5,43.98,1,13,0,0,medium
44.65,8.18,42.26,76.34,1,2,0,0,high
5.71,3.61,29.5,23.35,1,22,1,0,medium
11.27,22.42,31.03,80.68,1,21,0,0,high
10.76,6.08,39.24,81.68,1,17,0,0,medium
6.32,4.97,43.05,31.38,1,3,1,0,medium
22.3,14.1,41.0,92.41,1,8,0,0,high
7.87,9.61,41.89,85.7,1,23,0,0,medium
2.29,1.37,44.77,76.76,1,17,1,0,medium
15.19,10.88,29.82,85.98,1,12,0,0,medium
2.43,17.04,34.25,32.63,1,7,1,0,medium
39.63,9.85,36.39,55.02,1,19,1,0,high
36.38,11.27,33.42,73.84,1,22,1,1,emergency
4.84,3.05,22.81,53.89,1,2,1,0,low
13.39,5.45,42.19,93.19,1,17,1,0,high
8.93,2.51,39.45,61.55,1,22,0,0,low
26.11,5.32,30.99,68.72,0,20,0,0,medium
14.71,15.27,44.67,38.71,1,18,1,0,high
6.37,4.67,42.74,70.33,1,10,0,0,low
13.47,8.21,28.72,63.78,1,1,0,1,medium
10.33,8.45,44.19,27.61,1,7,0,0,medium
15.67,3.73,41.5,46.97,1,23,0,1,medium
4.88,13.08,22.72,89.91,1,4,1,1,high
13.32,4.53,29.37,32.74,1,12,0,0,low
5.51,5.75,44.91,75.24,1,10,1,0,medium
30.04,13.4,30.34,48.0,1,18,0,0,high
29.98,3.59,39.75,32.87,1,10,1,0,high
20.25,7.89,34.66,67.47,1,1,1,0,high
14.01,5.32,25.78,87.76,1,0,1,0,medium
4.92,20.84,28.49,67.59,1,21,0,0,medium
29.28,5.33,27.83,57.92,1,23,0,0,medium
17.18,1.62,43.97,77.99,1,22,1,0,medium
15.84,11.28,33.95,89.46,1,21,0,1,high
6.79,15.9,35.53,50.46,1,17,0,0,medium
12.03,5.19,38.89,20.71,1,23,0,1,high
2.52,3.92,40.63,22.5,1,17,0,0,medium
3.63,11.6,34.7,76.72,1,4,0,0,medium
1.96,10.58,41.83,35.42,0,3,0,0,medium
50.22,2.08,44.14,41.12,1,22,1,0,high
10.86,1.58,42.4,37.9,1,23,0,0,medium
0.89,11.79,32.64,68.78,1,3,1,0,medium
2.52,3.14,33.03,71.25,1,10,1,0,low
5.73,5.84,33.35,90.44,1,21,0,0,low
26.74,13.93,23.21,25.13,1,19,1,0,high
11.66,3.28,21.08,82.84,1,11,0,0,low
20.66,9.8,28.56,62.56,1,23,0,0,medium
6.03,12.71,43.16,46.55,1,19,0,0,medium
13.43,6.73,27.56,22.32,1,8,0,0,medium
17.11,16.19,32.32,47.53,1,5,0,0,medium
25.58,15.23,25.37,28.73,1,3,0,0,high
1.93,2.33,37.99,28.37,1,20,0,0,low
59.67,6.81,43.54,89.09,1,3,0,0,high
17.47,20.27,29.57,66.0,1,21,0,0,high
4.89,14.93,28.11,59.28,1,9,1,1,high
12.51,9.76,35.69,20.02,1,9,0,1,high
44.33,9.8,28.12,33.71,1,5,0,0,high
24.34,2.87,26.73,82.19,0,20,1,0,medium
9.61,8.05,29.11,48.49,1,20,0,0,low
30.21,5.38,25.12,37.47,1,9,0,0,medium
10.56,7.26,33.15,37.41,0,5,0,0,medium
2.94,13.77,39.49,39.2,1,18,0,0,medium
26.28,9.38,23.64,65.46,1,2,1,0,high
33.56,8.34,37.89,87.74,1,21,0,0,medium
8.83,5.91,28.14,22.29,0,12,0,0,medium
16.6,9.72,32.93,22.27,1,17,1,0,high
5.18,8.9,37.96,46.14,1,16,1,0,medium
4.52,6.6,38.82,32.84,1,3,0,0,medium
28.92,3.0,34.43,60.85,1,1,0,0,medium
5.74,2.48,21.45,85.48,1,13,0,0,low
7.26,9.47,29.35,63.91,1,13,1,0,medium
3.46,5.94,27.44,53.1,1,17,0,0,low
14.22,9.61,39.99,57.92,1,19,0,0,medium
7.54,6.82,32.92,87.88,1,14,0,1,medium
6.97,11.3,32.23,31.54,1,1,1,0,medium
6.24,6.72,33.21,80.27,1,12,0,0,low
24.99,7.77,38.13,61.19,1,18,1,0,high
5.05,1.41,32.46,57.07,1,8,0,1,low
40.55,7.49,22.37,64.96,1,6,0,0,high
55.86,7.81,32.22,60.27,1,15,1,0,high
13.63,4.45,29.32,63.87,0,16,0,0,low
6.41,19.12,37.12,91.26,1,15,0,0,medium
12.8,2.85,34.33,82.89,1,8,0,0,low
6.82,2.74,42.58,25.31,1,13,0,1,medium
3.59,14.86,20.43,72.41,1,1,0,1,medium
15.2,3.83,29.67,86.02,1,17,0,0,low
7.12,12.54,36.76,87.58,0,10,0,1,medium
8.33,8.77,43.46,94.08,1,10,1,0,medium
22.16,1.97,28.53,79.74,1,21,0,0,medium
36.44,17.0,24.25,47.55,1,12,0,0,high
10.83,8.47,20.95,91.46,1,10,0,1,medium
6.43,10.35,42.24,55.12,1,17,1,0,high
10.12,6.19,27.87,32.29,0,1,0,0,medium
9.67,1.81,44.32,53.25,1,9,0,0,low
9.75,3.92,36.09,92.92,1,16,1,0,low
6.41,7.76,34.6,53.64,1,1,0,0,low
20.28,3.19,40.05,72.25,1,8,0,1,high
14.41,3.58,43.85,83.8,1,17,0,0,medium
11.21,3.42,29.44,43.78,1,22,0,0,low
30.24,27.94,20.15,22.63,1,9,0,1,emergency
15.32,7.67,22.9,41.86,1,15,0,0,medium
9.2,13.02,24.75,44.94,1,17,1,1,high
3.56,14.69,28.47,83.61,1,21,0,0,medium
18.33,8.7,24.62,77.0,1,18,0,0,medium
5.57,2.78,43.26,61.58,1,1,0,0,low
11.91,7.92,30.93,21.8,1,11,0,1,high
18.46,9.29,35.39,44.12,1,19,0,1,medium
1.6,8.84,43.62,66.43,1,19,1,0,medium
13.58,1.22,37.08,92.17,1,17,1,0,medium
11.65,26.02,20.97,30.27,1,15,0,0,high
16.01,7.96,38.65,67.3,1,10,0,0,medium
9.65,4.51,25.53,59.55,1,0,0,0,low
4.64,14.81,41.31,48.96,0,6,0,1,high
12.44,10.25,38.02,72.49,1,7,0,1,high
8.07,3.45,20.91,91.46,1,19,1,0,low
6.76,14.21,37.42,42.08,1,19,0,1,medium
4.61,8.81,28.91,78.07,1,9,0,0,low
7.29,19.43,40.81,93.15,1,19,0,0,medium
10.08,9.03,28.26,55.59,0,16,0,0,medium
9.21,2.48,22.45,79.29,1,17,0,0,low
12.17,2.93,38.51,82.44,1,14,0,0,medium
5.74,11.6,31.09,37.91,1,11,0,1,medium
15.47,7.08,39.95,59.42,1,7,0,0,medium
20.07,11.27,30.11,78.21,1,16,0,0,high
8.09,1.93,37.47,56.86,1,22,0,0,low
1.68,3.27,20.58,92.71,1,17,0,1,low
44.52,6.6,35.95,24.86,1,23,0,0,high
14.47,14.46,29.04,33.66,1,9,1,0,high
9.03,4.29,31.52,52.51,1,7,0,0,low
7.07,11.11,35.23,85.63,1,16,0,0,medium
5.31,5.6,28.81,86.73,1,4,0,0,low
10.79,20.76,35.21,87.33,1,9,0,0,high
12.35,9.56,36.61,56.15,1,23,1,0,medium
15.28,3.28,38.31,72.01,1,16,0,0,medium
6.77,22.3,36.05,33.57,1,19,0,0,medium
1.9,2.93,35.96,62.41,1,20,0,0,low
6.11,2.25,28.11,20.53,1,13,0,0,low
18.33,5.38,26.69,23.97,1,1,0,0,medium
6.65,17.95,38.84,84.9,1,18,0,1,high
10.53,2.63,37.6,76.5,0,18,1,0,medium
15.92,2.73,26.1,46.18,1,22,0,1,medium
11.43,11.66,43.05,33.4,1,18,1,0,high
0.73,9.05,38.93,61.01,1,13,1,0,medium
6.23,11.97,32.17,70.56,1,11,0,0,medium
21.08,6.87,30.58,93.69,1,0,0,0,medium
4.09,6.82,23.48,30.11,1,6,0,0,low
27.06,4.03,29.71,45.69,0,2,0,0,medium
26.04,3.31,32.52,44.84,1,1,0,0,medium
12.7,1.12,31.99,90.08,1,17,1,1,medium
15.28,2.11,32.02,26.69,1,23,0,0,low
40.2,9.77,33.53,89.95,1,11,0,0,high
26.98,2.56,38.29,91.66,1,3,1,0,high
29.67,16.08,37.35,91.41,1,4,0,0,high
13.02,6.76,39.81,57.06,1,4,0,0,medium
0.77,10.06,39.26,23.08,1,21,1,0,high
22.79,24.69,35.05,69.61,1,22,0,1,high
5.0,8.21,22.44,74.59,1,14,0,0,low
14.61,4.35,36.31,61.93,1,21,1,0,medium
11.6,14.59,20.74,47.22,1,3,1,0,high
5.65,8.64,29.79,25.61,1,11,0,0,low
28.98,3.42,35.21,82.28,1,9,0,1,medium
12.15,6.51,26.59,72.54,1,22,0,1,medium
11.47,19.68,31.39,54.33,0,9,0,1,high
13.4,1.04,43.96,84.1,0,15,0,1,medium
22.99,2.83,34.32,94.15,0,3,0,1,medium
7.55,3.12,33.23,58.58,1,9,1,0,low
15.11,20.74,22.13,66.99,1,0,1,0,high
37.24,9.06,41.32,72.69,1,15,0,1,high
12.42,7.46,39.91,68.13,1,11,0,0,medium
6.77,5.84,34.56,65.18,1,17,0,0,low
16.43,1.0,28.57,44.5,1,1,1,0,medium
14.73,9.59,24.14,30.82,1,12,0,0,medium
19.18,4.18,32.73,73.17,1,19,0,0,low
30.25,12.66,21.15,94.01,1,7,0,0,high
16.23,4.65,32.09,50.34,1,12,0,0,low
20.47,4.32,24.27,43.35,0,6,0,1,medium
24.5,4.26,44.3,73.8,1,2,0,0,medium
20.82,0.95,25.9,41.36,1,14,0,0,medium
35.88,5.0,23.19,33.13,1,12,0,0,medium
15.81,3.1,31.47,35.62,1,0,0,1,medium
6.15,1.15,31.25,68.85,1,8,1,0,low
5.1,2.8,25.44,33.25,1,4,0,0,low
10.15,1.8,25.47,35.45,1,17,0,1,medium
9.0,18.57,35.73,37.08,1,6,0,0,medium
37.04,9.38,43.56,32.48,1,12,0,0,high
13.45,12.92,36.87,49.67,1,9,0,0,medium
2.73,9.24,30.48,41.84,1,16,0,0,low
18.21,5.46,22.19,66.23,1,14,0,0,medium
6.51,8.41,29.63,24.28,1,23,0,0,medium
10.25,10.77,31.57,32.65,0,12,0,0,medium
22.46,2.46,42.93,28.6,0,2,0,0,medium
26.93,4.08,29.89,84.03,1,9,0,0,medium
25.01,11.23,22.62,72.01,1,10,0,0,high
5.84,1.25,26.59,77.07,1,1,0,0,low
4.6,14.73,27.95,22.34,1,3,0,0,medium
29.78,7.68,30.75,31.11,0,18,0,0,medium
6.06,0.62,38.79,33.58,0,17,0,0,low
17.88,3.4,41.29,73.15,0,14,0,0,medium
23.67,12.28,25.93,34.21,1,11,0,0,high
36.75,5.53,28.55,89.81,1,13,0,0,high
71.01,9.11,27.77,94.03,1,10,0,0,high
22.23,2.74,42.17,53.98,1,5,0,0,medium
3.78,12.15,20.9,56.21,1,23,1,0,medium
23.48,7.34,41.11,70.55,1,14,1,1,high
13.05,11.98,40.99,75.89,0,2,0,0,high
5.72,6.11,44.95,63.89,1,13,1,0,medium
6.35,19.79,23.22,39.9,1,1,0,0,medium
8.57,5.71,25.99,47.93,1,15,1,0,medium
27.45,4.04,27.85,56.94,1,17,0,0,medium
0.27,3.12,30.44,31.96,1,1,0,0,low
14.32,5.86,38.1,81.17,1,21,0,0,medium
5.46,9.4,35.27,80.8,1,0,0,0,low
0.48,16.2,42.07,37.08,1,1,0,0,medium
6.33,28.04,37.76,43.93,1,15,0,1,high
11.02,8.74,38.81,75.61,0,13,0,0,medium
19.08,1.8,37.34,89.36,1,23,0,0,low
